,BedRoooms,Width,Square,Length,Floors,Kitchen,DiningRoom,Type,Juridical,CarParking,Direction,Rooftop,PricePerMet,DistrictPoint,WardPoint,RoadPoint,WidthRoad
14180,3.0,5.0,90.0,19.0,2.0,0,0,14,1.0,0,3.0,0,58.89,2,5.0,1977.0,7.5
14181,,5.0,100.0,20.0,,0,0,2,1.0,0,3.0,0,25.0,4,45.0,778.0,5.5
14182,4.0,5.0,86.0,18.0,3.0,0,0,14,1.0,0,7.0,0,69.19,4,45.0,1764.0,7.5
14183,,5.0,110.0,22.0,,0,0,2,1.0,0,2.0,0,56.36,4,45.0,1830.0,15.0
14184,2.0,4.0,40.0,10.0,1.0,0,0,9,,0,6.0,0,49.75,3,13.0,1047.0,6.0
14185,4.0,4.0,50.0,14.0,4.0,0,0,9,1.0,0,2.0,0,99.0,1,27.0,1412.0,3.0
14186,3.0,4.5,70.0,16.0,3.0,0,0,9,1.0,0,2.0,0,70.71,3,8.0,1038.0,10.5
14187,4.0,5.0,101.0,21.0,2.0,0,0,14,1.0,0,1.0,0,71.29,4,44.0,1740.0,5.5
14188,,5.0,54.0,13.0,,0,0,2,1.0,0,6.0,0,53.7,3,14.0,1936.0,7.5
14189,,4.5,70.0,15.0,,0,0,3,3.0,0,3.0,0,60.0,4,42.0,2158.0,10.0
14190,2.0,4.5,87.0,19.0,1.0,0,0,9,1.0,0,2.0,0,27.36,2,3.0,1075.0,24.0
14191,,5.0,90.0,18.0,,0,0,2,1.0,0,7.0,0,32.78,2,5.0,358.0,5.5
14192,4.0,5.0,90.0,19.0,3.0,0,0,14,1.0,0,7.0,0,72.22,5,32.0,1420.0,7.5
14193,2.0,4.0,50.0,,2.0,0,0,9,1.0,0,3.0,0,52.0,3,14.0,1555.0,11.0
14194,4.0,5.0,161.0,26.0,3.0,0,0,14,1.0,0,3.0,0,139.75,3,8.0,413.0,45.0
14195,,10.0,250.0,25.0,,0,0,2,1.0,0,5.0,0,110.0,3,6.0,1108.0,48.0
14196,,5.0,100.0,20.0,,0,0,2,1.0,0,3.0,0,25.5,2,4.0,369.0,10.5
14197,3.0,5.0,125.0,25.0,2.0,0,0,14,1.0,0,2.0,0,56.8,4,42.0,193.0,14.0
14198,2.0,4.0,48.0,14.0,2.0,0,0,9,1.0,0,2.0,0,55.21,3,7.0,1719.0,7.0
14199,3.0,4.5,97.0,22.0,2.0,0,0,9,1.0,0,6.0,0,44.33,3,12.0,1060.0,34.0
14200,3.0,5.0,50.0,10.0,3.0,0,0,9,1.0,0,7.0,0,54.0,4,42.0,1808.0,7.5
14201,2.0,4.0,56.0,15.0,2.0,0,0,9,1.0,0,8.0,0,101.79,5,32.0,1202.0,5.5
14202,3.0,4.0,43.0,14.0,3.0,0,0,9,1.0,0,7.0,0,83.26,1,27.0,962.0,7.0
14203,3.0,5.0,100.0,20.0,3.0,0,0,14,1.0,0,8.0,0,46.8,4,45.0,2123.0,5.5
14204,,5.0,84.0,18.0,,0,0,2,1.0,0,1.0,0,32.14,2,1.0,986.0,6.0
14205,3.0,5.0,75.0,15.0,3.0,0,0,14,1.0,0,7.0,0,69.33,2,5.0,1647.0,5.5
14206,3.0,5.0,120.0,25.0,2.0,0,0,14,1.0,0,2.0,0,60.0,4,45.0,2126.0,7.0
14207,3.0,4.0,50.0,15.0,2.0,0,0,9,,0,3.0,0,83.0,3,8.0,1510.0,10.5
14208,10.0,5.0,90.0,18.0,8.0,0,0,12,,0,,0,244.44,6,36.0,1226.0,7.5
14209,3.0,4.5,78.0,14.0,2.0,0,0,14,1.0,0,1.0,0,52.56,4,40.0,453.0,6.0
14210,4.0,5.0,94.0,18.0,3.0,0,0,14,1.0,0,5.0,0,145.74,1,28.0,1663.0,21.0
14211,3.0,5.0,100.0,20.0,2.0,0,0,14,1.0,0,6.0,0,41.0,4,45.0,451.0,7.5
14212,2.0,5.0,105.0,21.0,1.0,0,0,14,1.0,0,2.0,0,31.43,2,5.0,2236.0,7.5
14213,,4.0,71.0,17.0,,0,0,2,1.0,0,7.0,0,40.14,6,37.0,221.0,15.0
14214,,5.0,90.0,19.0,,0,0,2,1.0,0,4.0,0,68.89,1,27.0,,5.5
14215,,5.0,81.0,17.0,,0,0,2,1.0,0,2.0,0,54.94,4,40.0,1915.0,7.0
14216,4.0,10.0,270.0,27.0,2.0,0,0,14,1.0,0,8.0,0,101.85,6,37.0,1074.0,7.5
14217,4.0,6.0,90.0,17.0,2.0,0,0,9,1.0,0,3.0,0,48.33,3,8.0,413.0,45.0
14218,4.0,4.0,52.0,14.0,3.0,0,0,9,1.0,0,5.0,0,85.58,1,19.0,1125.0,8.0
14219,,7.5,170.0,30.0,,0,0,2,1.0,0,3.0,0,26.47,4,45.0,442.0,10.5
14220,4.0,5.0,50.0,10.0,3.0,0,0,9,1.0,0,4.0,0,79.0,3,11.0,1446.0,7.0
14221,3.0,4.0,53.0,14.0,2.0,0,0,14,1.0,0,1.0,0,116.98,3,11.0,1446.0,7.0
14222,4.0,4.5,81.0,17.0,3.0,0,0,14,1.0,0,8.0,0,175.31,1,27.0,742.0,10.0
14223,,5.0,120.0,23.0,,0,0,2,1.0,0,3.0,0,35.0,4,44.0,607.0,5.5
14224,,4.0,70.0,15.0,,0,0,2,1.0,0,3.0,0,55.0,3,15.0,1041.0,5.5
14225,3.0,4.0,47.0,13.0,3.0,0,0,14,1.0,0,5.0,0,106.36,1,17.0,1836.0,3.0
14226,3.0,6.7,170.0,29.0,2.0,0,0,14,1.0,0,6.0,0,482.35,1,20.0,150.0,12.0
14227,5.0,5.0,112.0,22.0,3.0,0,0,14,1.0,0,7.0,0,61.61,2,5.0,1720.0,6.0
14228,4.0,4.5,71.0,15.0,3.0,0,0,9,1.0,0,7.0,0,59.15,3,15.0,658.0,10.5
14229,,9.0,225.0,38.0,,0,0,2,1.0,0,6.0,0,168.89,1,28.0,3.0,21.0
14230,3.0,5.0,100.0,20.0,2.0,0,0,14,1.0,0,2.0,0,35.0,4,45.0,795.0,5.5
14231,4.0,5.0,80.0,17.0,3.0,0,0,14,1.0,0,4.0,0,156.25,3,6.0,1510.0,10.5
14232,,9.0,162.0,29.0,,0,0,3,1.0,0,8.0,0,95.68,1,16.0,1456.0,5.0
14233,,5.0,110.0,24.0,6.0,0,0,12,1.0,0,7.0,0,19.55,2,3.0,476.0,5.0
14234,4.0,5.0,75.0,15.0,2.0,0,0,14,1.0,0,1.0,0,64.0,1,28.0,388.0,5.5
14235,,5.0,89.0,18.0,,0,0,2,1.0,0,7.0,0,58.31,4,45.0,1998.0,10.0
14236,2.0,4.21,84.0,19.0,1.0,0,0,9,1.0,0,5.0,0,38.1,5,35.0,816.0,8.0
14237,,6.0,53.0,12.0,,0,0,2,1.0,0,2.0,0,59.43,3,15.0,747.0,5.5
14238,4.0,5.0,75.0,15.0,3.0,0,0,14,1.0,0,3.0,0,77.33,2,5.0,2237.0,5.5
14239,4.0,4.0,60.0,15.0,3.0,0,0,9,1.0,0,8.0,0,73.17,3,11.0,413.0,45.0
14240,5.0,6.0,111.0,22.0,4.0,0,0,14,1.0,0,3.0,0,234.23,1,25.0,605.0,10.5
14241,5.0,5.0,1100.0,20.0,4.0,0,0,14,1.0,0,5.0,0,15.45,1,27.0,1217.0,15.0
14242,5.0,10.0,250.0,25.0,3.0,0,0,8,1.0,0,1.0,0,94.0,6,37.0,221.0,15.0
14243,5.0,7.5,150.0,20.0,3.0,0,0,14,1.0,0,3.0,0,160.0,1,28.0,1477.0,10.5
14244,4.0,10.0,200.0,20.0,3.0,0,0,8,1.0,0,8.0,0,34.0,4,45.0,792.0,5.5
14245,5.0,4.0,50.0,15.0,4.0,0,0,9,1.0,0,8.0,0,91.0,1,27.0,624.0,5.5
14246,5.0,5.0,120.0,25.0,4.0,0,0,9,1.0,0,3.0,0,137.5,3,15.0,514.0,7.0
14247,4.0,5.0,92.0,18.0,3.0,0,0,14,1.0,0,1.0,0,97.83,1,27.0,1415.0,7.5
14248,5.0,5.0,90.0,18.0,3.0,0,0,14,1.0,0,3.0,0,68.33,4,40.0,1015.0,5.5
14249,,4.5,74.0,17.0,,0,0,2,1.0,0,8.0,0,89.86,1,27.0,815.0,7.5
14250,,16.0,114.0,8.0,,0,0,2,1.0,0,2.0,0,157.89,5,33.0,638.0,15.0
14251,3.0,5.0,100.0,20.0,3.0,0,0,14,1.0,0,7.0,0,90.0,1,28.0,1104.0,5.5
14252,4.0,5.0,100.0,20.0,3.0,0,0,14,1.0,0,6.0,0,100.0,1,22.0,,7.5
14253,5.0,5.0,92.0,19.0,3.0,0,0,14,1.0,0,1.0,0,67.39,4,42.0,2238.0,7.5
14254,,20.0,491.0,25.0,,0,0,2,1.0,0,1.0,0,144.6,4,40.0,1060.0,34.0
14255,3.0,7.2,62.0,98.0,3.0,0,0,9,1.0,0,7.0,0,54.03,2,5.0,1858.0,6.0
14256,3.0,5.0,100.0,20.0,2.0,0,0,14,1.0,0,7.0,0,55.0,4,45.0,1621.0,10.5
14257,3.0,5.0,100.0,20.0,3.0,0,0,14,1.0,0,7.0,0,49.5,4,45.0,1960.0,7.5
14258,,5.0,106.0,22.0,,0,0,2,1.0,0,1.0,0,33.68,4,44.0,706.0,7.5
14259,4.0,5.0,100.0,20.0,4.0,0,0,14,1.0,0,2.0,0,63.0,4,45.0,1744.0,7.5
14260,3.0,4.5,98.0,25.0,2.0,0,0,9,1.0,0,3.0,0,25.51,2,4.0,629.0,7.0
14261,,5.0,100.0,20.0,,0,0,2,1.0,0,3.0,0,38.0,2,2.0,1578.0,4.5
14262,11.0,5.0,106.0,23.0,6.0,0,0,14,1.0,0,3.0,0,146.23,5,33.0,1017.0,6.0
14263,3.0,4.5,94.0,17.0,2.0,0,0,14,1.0,0,7.0,0,47.87,5,31.0,279.0,5.5
14264,4.0,4.0,57.0,15.0,3.0,0,0,9,1.0,0,1.0,0,81.58,3,13.0,1208.0,6.0
14265,4.0,5.0,52.0,12.0,3.0,0,0,14,1.0,0,5.0,0,103.85,3,12.0,1554.0,6.0
14266,4.0,5.0,94.0,19.0,4.0,0,0,14,1.0,0,1.0,0,130.85,5,34.0,223.0,7.0
14267,3.0,5.0,100.0,20.0,2.0,0,0,14,1.0,0,8.0,0,32.9,4,45.0,1645.0,5.5
14268,3.0,5.0,50.0,10.0,4.0,0,0,9,1.0,0,7.0,0,97.0,1,27.0,624.0,5.5
14269,3.0,5.0,40.0,9.0,3.0,0,0,9,1.0,0,8.0,0,90.0,1,18.0,462.0,21.0
14270,4.0,5.0,100.0,20.0,3.0,0,0,9,1.0,0,6.0,0,79.0,5,32.0,424.0,7.5
14271,4.0,5.0,100.0,20.0,3.0,0,0,14,1.0,0,2.0,0,59.0,4,45.0,1928.0,8.0
14272,,5.0,72.0,14.0,,0,0,2,1.0,0,4.0,0,36.81,4,44.0,1158.0,5.5
14273,4.0,5.5,137.0,25.0,2.0,0,0,14,1.0,0,2.0,0,54.74,4,40.0,1925.0,7.0
14274,,4.5,80.0,18.0,,0,0,2,1.0,0,4.0,0,23.75,4,44.0,1740.0,5.5
14275,3.0,5.0,75.0,15.0,3.0,0,0,9,1.0,0,7.0,0,48.0,2,5.0,981.0,10.0
14276,3.0,4.5,94.0,21.0,2.0,0,0,14,1.0,0,2.0,0,46.28,4,42.0,741.0,10.5
14277,4.0,5.0,150.0,30.0,3.0,0,0,8,1.0,0,3.0,0,133.33,4,44.0,1477.0,10.5
14278,3.0,5.6,247.0,50.0,2.0,0,0,14,1.0,0,2.0,0,30.77,2,4.0,1198.0,6.0
14279,4.0,8.0,114.0,15.0,3.0,0,0,14,1.0,0,7.0,0,122.81,3,10.0,194.0,5.5
14280,,4.0,60.0,15.0,,0,0,2,1.0,0,8.0,0,55.83,3,15.0,514.0,7.0
14281,,5.0,103.0,22.0,,0,0,2,1.0,0,3.0,0,32.52,4,44.0,1036.0,5.5
14282,4.0,5.0,80.0,18.0,3.0,0,0,14,1.0,0,3.0,0,58.75,2,5.0,1286.0,5.5
14283,,5.0,80.0,16.0,,0,0,2,1.0,0,5.0,0,36.25,2,5.0,671.0,7.5
14284,3.0,7.2,113.0,21.0,3.0,0,0,9,1.0,0,3.0,0,49.56,6,37.0,1692.0,15.0
14285,2.0,4.5,43.0,12.0,2.0,0,0,9,1.0,0,2.0,0,64.88,3,7.0,1719.0,7.0
14286,,5.0,120.0,24.0,,0,0,2,1.0,0,4.0,0,37.5,4,40.0,607.0,5.5
14287,,,85.0,18.0,,0,0,2,1.0,0,2.0,0,55.29,4,40.0,818.0,7.5
14288,3.0,5.0,85.0,17.0,3.0,0,0,14,1.0,0,7.0,0,76.47,3,15.0,1247.0,5.5
14289,3.0,4.0,60.0,15.0,3.0,0,0,14,1.0,0,7.0,0,62.5,2,5.0,386.0,5.5
14290,,8.0,335.0,35.0,,0,0,2,1.0,0,2.0,0,20.9,2,3.0,1075.0,24.0
14291,3.0,4.0,82.0,18.0,2.0,0,0,9,1.0,0,7.0,0,70.73,5,33.0,1861.0,30.0
14292,3.0,4.0,41.0,12.0,4.0,0,0,14,1.0,0,8.0,0,204.88,1,16.0,1183.0,9.0
14293,3.0,4.7,74.0,16.0,2.0,0,0,9,1.0,0,7.0,0,40.41,2,4.0,629.0,7.0
14294,,3.8,65.0,18.0,,0,0,2,1.0,0,1.0,0,69.23,3,11.0,735.0,8.0
14295,,6.0,50.0,12.0,,0,0,2,1.0,0,3.0,0,61.6,3,8.0,1667.0,4.0
14296,,5.0,100.0,20.0,,0,0,2,1.0,0,2.0,0,29.5,2,3.0,190.0,7.5
14297,4.0,5.0,125.0,25.0,3.0,0,0,14,1.0,0,2.0,0,120.0,3,6.0,1108.0,48.0
14298,3.0,4.5,42.0,12.0,2.0,0,0,9,1.0,0,2.0,0,69.05,3,6.0,303.0,5.5
14299,3.0,4.5,55.0,13.0,3.0,0,0,9,1.0,0,2.0,0,97.27,3,6.0,1183.0,9.0
14300,,7.5,170.0,29.0,,0,0,2,1.0,0,1.0,0,70.59,2,5.0,1707.0,15.0
14301,3.0,4.5,86.0,17.0,2.0,0,0,9,1.0,0,3.0,0,52.33,3,15.0,413.0,45.0
14302,,5.0,95.0,19.0,,0,0,2,1.0,0,3.0,0,24.11,3,15.0,1729.0,7.0
14303,3.0,5.0,91.0,18.0,3.0,0,0,14,1.0,0,7.0,0,51.1,2,5.0,1974.0,5.5
14304,,14.0,85.0,8.0,,0,0,2,1.0,0,1.0,0,158.82,1,19.0,831.0,9.0
14305,,5.59,50.0,9.0,,0,0,2,1.0,0,3.0,0,49.0,1,27.0,773.0,5.0
14306,4.0,4.5,63.0,15.0,4.0,0,0,14,1.0,0,4.0,0,93.65,1,20.0,1146.0,16.0
14307,3.0,4.8,90.0,19.0,2.0,0,0,9,1.0,0,2.0,0,36.11,3,14.0,1094.0,8.5
14308,4.0,5.5,61.0,15.0,3.0,0,0,9,1.0,0,1.0,0,61.48,3,15.0,514.0,7.0
14309,3.0,5.0,103.0,22.0,2.0,0,0,14,1.0,0,3.0,0,54.37,2,5.0,646.0,10.5
14310,2.0,4.0,70.0,17.0,1.0,0,0,14,1.0,0,7.0,0,52.57,3,15.0,1041.0,5.5
14311,3.0,4.2,48.0,12.0,2.0,0,0,14,1.0,0,7.0,0,125.0,3,57.0,1510.0,10.5
14312,3.0,5.0,80.0,17.0,3.0,0,0,14,1.0,0,5.0,0,89.38,4,42.0,1418.0,6.0
14313,3.0,4.5,39.0,9.0,3.0,0,0,14,1.0,0,3.0,0,166.67,1,23.0,326.0,10.5
14314,,6.6,77.0,16.0,,0,0,2,1.0,0,1.0,0,42.86,2,2.0,378.0,6.0
14315,3.0,4.0,72.0,18.0,2.0,0,0,14,1.0,0,7.0,0,87.5,3,15.0,658.0,10.5
14316,2.0,4.0,37.0,9.0,1.0,0,0,9,1.0,0,3.0,0,50.0,1,16.0,192.0,4.5
14317,3.0,,53.0,,3.0,0,0,14,1.0,0,7.0,0,72.64,2,5.0,1084.0,6.0
14318,3.0,4.0,40.0,10.0,2.0,0,0,9,1.0,0,7.0,0,71.97,3,13.0,1208.0,6.0
14319,,5.0,102.0,21.0,,0,0,2,1.0,0,1.0,0,34.31,4,44.0,706.0,7.5
14320,3.0,4.2,66.0,17.0,3.0,0,0,9,1.0,0,5.0,0,60.45,3,11.0,716.0,10.5
14321,3.0,4.0,35.0,9.0,2.0,0,0,9,1.0,0,1.0,0,61.43,1,17.0,462.0,21.0
14322,3.0,5.0,100.0,20.0,3.0,0,0,14,1.0,0,5.0,0,150.0,1,27.0,1412.0,3.0
14323,,4.0,72.0,17.0,,0,0,2,1.0,0,7.0,0,32.64,2,3.0,217.0,5.0
14324,,4.5,86.0,16.0,,0,0,2,1.0,0,5.0,0,19.19,4,42.0,1418.0,6.0
14325,3.0,4.5,60.0,15.0,3.0,0,0,14,1.0,0,2.0,0,253.33,1,19.0,1125.0,8.0
14326,4.0,4.5,95.0,19.0,4.0,0,0,14,1.0,0,7.0,0,88.42,1,28.0,1104.0,5.5
14327,3.0,5.0,100.0,20.0,2.0,0,0,14,1.0,0,3.0,0,43.5,4,44.0,1515.0,5.5
14328,2.0,5.0,100.0,20.0,1.0,0,0,9,1.0,0,5.0,0,39.0,4,40.0,1067.0,5.5
14329,4.0,5.0,100.0,20.0,3.0,0,0,14,1.0,0,1.0,0,70.0,4,45.0,1726.0,7.5
14330,4.0,5.0,72.0,16.0,3.0,0,0,14,1.0,0,2.0,0,67.99,2,5.0,750.0,5.5
14331,3.0,4.5,63.0,15.0,2.0,0,0,14,1.0,0,3.0,0,47.62,4,40.0,1521.0,7.5
14332,3.0,5.0,98.0,18.0,1.0,0,0,9,1.0,0,7.0,0,29.59,4,42.0,1418.0,6.0
14333,,10.0,179.0,24.0,,0,0,2,1.0,0,6.0,0,40.22,4,45.0,732.0,10.5
14334,,5.0,80.0,18.0,,0,0,2,1.0,0,7.0,0,81.25,5,33.0,1444.0,5.5
14335,4.0,5.0,90.0,18.0,3.0,0,0,14,1.0,0,1.0,0,62.22,2,5.0,1977.0,7.5
14336,2.0,4.0,55.0,14.0,1.0,0,0,15,1.0,0,3.0,0,16.36,2,3.0,134.0,8.5
14337,,4.0,70.0,18.0,,0,0,2,1.0,0,7.0,0,25.0,2,3.0,134.0,8.5
14338,4.0,4.5,45.0,12.0,3.0,0,0,14,1.0,0,2.0,0,110.0,4,40.0,1850.0,10.0
14339,2.0,4.0,56.0,15.0,1.0,0,0,9,1.0,0,5.0,0,70.54,1,17.0,655.0,3.75
14340,3.0,4.5,59.0,12.0,3.0,0,0,14,1.0,0,1.0,0,127.12,1,16.0,1459.0,6.0
14341,2.0,4.0,60.0,15.0,1.0,0,0,9,1.0,0,3.0,0,33.17,4,42.0,1808.0,7.5
14342,4.0,5.0,90.0,18.0,3.0,0,0,14,1.0,0,7.0,0,68.89,6,37.0,2011.0,7.5
14343,3.0,7.0,62.0,7.0,2.0,0,0,9,1.0,0,7.0,0,45.97,5,29.0,974.0,48.0
14344,4.0,5.0,85.0,18.0,4.0,0,0,14,1.0,0,2.0,0,69.41,2,5.0,2239.0,5.5
14345,3.0,4.0,54.0,14.0,3.0,0,0,9,1.0,0,8.0,0,86.11,3,57.0,1208.0,6.0
14346,4.0,5.0,104.0,23.0,3.0,0,0,14,1.0,0,3.0,0,91.35,4,40.0,1560.0,10.5
14347,3.0,4.5,62.0,12.0,3.0,0,0,9,1.0,0,6.0,0,67.26,2,5.0,1739.0,10.0
14348,4.0,5.0,75.0,15.0,3.0,0,0,14,1.0,0,1.0,0,78.0,2,5.0,1720.0,6.0
14349,,6.4,67.0,12.0,,0,0,2,1.0,0,4.0,0,43.28,1,28.0,1603.0,8.0
14350,,5.0,100.0,20.0,,0,0,2,1.0,0,3.0,0,18.2,4,41.0,753.0,7.0
14351,2.0,5.5,61.0,12.0,1.0,0,0,9,1.0,0,6.0,0,40.98,3,11.0,1446.0,7.0
14352,3.0,4.0,60.0,12.0,3.0,0,0,9,1.0,0,7.0,0,53.33,2,5.0,967.0,6.0
14353,3.0,4.3,54.0,12.0,3.0,0,0,9,1.0,0,2.0,0,90.74,1,16.0,241.0,9.0
14354,3.0,4.0,51.0,12.0,3.0,0,0,9,1.0,0,8.0,0,92.16,1,27.0,1412.0,3.0
14355,3.0,7.0,87.0,15.0,2.0,0,0,14,1.0,0,3.0,0,51.72,4,40.0,377.0,5.5
14356,3.0,6.0,132.0,24.0,3.0,0,0,14,1.0,0,1.0,0,60.61,6,37.0,987.0,24.0
14357,,5.0,100.0,20.0,,0,0,2,1.0,0,1.0,0,43.5,2,5.0,1304.0,10.5
14358,3.0,4.0,60.0,1.0,2.0,0,0,9,1.0,0,2.0,0,45.83,2,4.0,629.0,7.0
14359,4.0,4.0,52.0,15.0,4.0,0,0,9,1.0,0,7.0,0,82.5,3,6.0,1510.0,10.5
14360,4.0,5.0,50.0,10.0,4.0,0,0,9,1.0,0,2.0,0,79.8,1,27.0,1412.0,3.0
14361,3.0,5.0,81.0,18.0,2.0,0,0,14,1.0,0,6.0,0,58.64,3,15.0,994.0,5.5
14362,2.0,6.0,90.0,17.0,1.0,0,0,9,1.0,0,3.0,0,8.67,2,4.0,1877.0,5.0
14363,,4.5,76.0,14.0,,0,0,2,1.0,0,2.0,0,23.03,2,3.0,134.0,8.5
14364,5.0,5.0,60.0,14.0,4.0,0,0,14,1.0,0,7.0,0,146.67,6,36.0,1741.0,5.5
14365,3.0,4.5,60.0,14.0,2.0,0,0,14,1.0,0,3.0,0,54.17,3,14.0,753.0,7.0
14366,4.0,5.0,125.0,25.0,3.0,0,0,14,1.0,0,8.0,0,128.0,1,17.0,1.0,27.5
14367,3.0,4.0,49.0,14.0,3.0,0,0,9,1.0,0,2.0,0,60.2,3,12.0,651.0,10.5
14368,3.0,4.0,36.0,9.0,3.0,0,0,9,1.0,0,7.0,0,71.67,1,19.0,271.0,7.5
14369,,5.0,115.0,24.0,,0,0,2,1.0,0,1.0,0,30.0,4,45.0,2156.0,7.5
14370,,5.0,100.0,20.0,,0,0,2,1.0,0,2.0,0,35.0,4,45.0,2194.0,7.5
14371,4.0,4.5,70.0,16.0,3.0,0,0,9,1.0,0,2.0,0,40.0,2,5.0,1084.0,6.0
14372,,5.0,63.0,14.0,,0,0,2,1.0,0,5.0,0,123.81,3,15.0,514.0,7.0
14373,4.0,5.0,92.0,18.0,3.0,0,0,14,1.0,0,7.0,0,70.65,2,5.0,1817.0,5.5
14374,2.0,4.0,45.0,12.0,2.0,0,0,9,1.0,0,3.0,0,47.78,3,15.0,605.0,10.5
14375,3.0,5.0,80.0,16.0,3.0,0,0,14,1.0,0,1.0,0,61.88,2,5.0,1284.0,5.5
14376,,4.0,62.0,16.0,,0,0,2,1.0,0,3.0,0,39.52,2,5.0,1414.0,6.3
14377,2.0,5.0,60.0,13.0,1.0,0,0,14,1.0,0,5.0,0,42.5,4,42.0,548.0,6.0
14378,3.0,4.9,84.0,18.0,3.0,0,0,14,1.0,0,8.0,0,89.29,1,28.0,1410.0,10.0
14379,4.0,4.0,70.0,16.0,4.0,0,0,14,1.0,0,1.0,0,84.29,1,28.0,824.0,5.5
14380,5.0,5.0,112.0,24.0,3.0,0,0,14,1.0,0,3.0,0,96.43,2,5.0,1779.0,7.5
14381,2.0,4.0,47.0,,1.0,0,0,9,1.0,0,7.0,0,43.62,3,15.0,1571.0,5.5
14382,4.0,7.5,150.0,27.0,3.0,0,0,14,1.0,0,1.0,0,34.67,2,4.0,1710.0,7.5
14383,,4.5,74.0,17.0,,0,0,2,1.0,0,5.0,0,70.27,1,27.0,1370.0,7.5
14384,3.0,5.0,70.0,15.0,2.0,0,0,9,1.0,0,5.0,0,44.29,1,26.0,605.0,10.5
14385,3.0,5.0,92.0,18.0,2.0,0,0,14,1.0,0,2.0,0,58.7,4,45.0,1802.0,11.0
14386,,4.0,61.0,12.0,,0,0,2,1.0,0,6.0,0,58.2,1,17.0,968.0,5.0
14387,3.0,4.0,50.0,12.0,2.0,0,0,9,1.0,0,4.0,0,55.6,1,26.0,605.0,10.5
14388,2.0,4.5,72.0,16.0,1.0,0,0,14,1.0,0,2.0,0,56.25,4,42.0,1418.0,6.0
14389,3.0,4.0,55.0,14.0,3.0,0,0,9,1.0,0,7.0,0,60.0,1,19.0,971.0,8.0
14390,,4.0,55.0,14.0,,0,0,2,1.0,0,3.0,0,59.09,3,15.0,1261.0,5.5
14391,3.0,4.0,60.0,15.0,3.0,0,0,9,1.0,0,7.0,0,64.82,2,5.0,1414.0,6.3
14392,6.0,5.5,88.0,16.0,3.0,0,0,9,1.0,0,1.0,0,44.32,3,7.0,1719.0,7.0
14393,3.0,5.0,90.0,18.0,2.0,0,0,14,1.0,0,3.0,0,65.56,5,30.0,703.0,7.5
14394,3.0,13.0,73.0,7.0,1.0,0,0,9,1.0,0,7.0,0,26.03,2,2.0,1075.0,24.0
14395,4.0,5.0,63.0,14.0,3.0,0,0,9,1.0,0,5.0,0,76.19,3,15.0,514.0,7.0
14396,,4.0,55.0,12.0,,0,0,2,1.0,0,2.0,0,33.64,3,15.0,514.0,7.0
14397,,5.0,105.0,24.0,,0,0,2,1.0,0,3.0,0,34.29,2,2.0,1108.0,48.0
14398,3.0,4.0,66.0,14.0,2.0,0,0,9,1.0,0,1.0,0,43.64,3,14.0,1094.0,8.5
14399,4.0,5.0,85.0,18.0,3.0,0,0,14,1.0,0,7.0,0,100.0,3,8.0,678.0,7.5
14400,,5.0,102.0,21.0,,0,0,2,1.0,0,1.0,0,31.37,2,2.0,1678.0,5.5
14401,,5.0,110.0,20.0,,0,0,2,1.0,0,7.0,0,30.82,4,42.0,1803.0,11.0
14402,5.0,15.0,288.0,25.0,3.0,0,0,9,1.0,0,3.0,0,98.96,6,37.0,367.0,7.5
14403,,4.7,131.0,14.0,,0,0,2,1.0,0,7.0,0,41.98,5,32.0,1481.0,5.5
14404,3.0,5.0,100.0,20.0,3.0,0,0,14,1.0,0,2.0,0,63.0,3,8.0,867.0,6.0
14405,,5.0,100.0,20.0,,0,0,2,1.0,0,1.0,0,21.8,2,2.0,537.0,7.5
14406,3.0,4.0,51.0,14.0,3.0,0,0,9,1.0,0,1.0,0,87.25,3,10.0,1208.0,6.0
14407,3.0,5.0,105.0,23.0,3.0,0,0,14,1.0,0,7.0,0,37.14,4,42.0,1803.0,11.0
14408,5.0,10.0,182.0,18.0,3.0,0,0,14,1.0,0,4.0,0,107.14,6,37.0,2143.0,7.0
14409,3.0,4.5,55.0,14.0,3.0,0,0,9,1.0,0,7.0,0,81.82,1,25.0,605.0,10.5
14410,2.0,5.0,60.0,6.0,1.0,0,0,9,1.0,0,3.0,0,16.67,2,4.0,1198.0,6.0
14411,4.0,5.0,100.0,20.0,3.0,0,0,14,1.0,0,1.0,0,54.95,4,45.0,1984.0,7.5
14412,,5.0,115.0,26.0,,0,0,2,1.0,0,7.0,0,74.78,5,31.0,1101.0,10.5
14413,3.0,4.0,100.0,24.0,3.0,0,0,9,1.0,0,7.0,0,60.0,6,37.0,649.0,24.0
14414,3.0,5.0,90.0,18.0,3.0,0,0,14,1.0,0,2.0,0,56.67,3,8.0,1453.0,5.5
14415,3.0,5.0,10510.0,22.0,2.0,0,0,14,1.0,0,2.0,0,0.25,4,41.0,753.0,7.0
14416,3.0,5.0,75.0,15.0,3.0,0,0,9,1.0,0,3.0,0,48.67,3,14.0,1094.0,8.5
14417,3.0,5.0,75.0,15.0,3.0,0,0,14,1.0,0,1.0,0,76.0,3,15.0,303.0,5.5
14418,3.0,5.0,96.0,18.0,2.0,0,0,9,1.0,0,1.0,0,30.73,2,3.0,476.0,5.0
14419,3.0,5.0,71.0,16.0,3.0,0,0,14,1.0,0,8.0,0,169.01,1,27.0,742.0,10.0
