,BedRoooms,Width,Square,Length,Floors,Kitchen,DiningRoom,Type,Juridical,CarParking,Direction,Rooftop,PricePerMet,DistrictPoint,WardPoint,RoadPoint,WidthRoad
8010,50.0,,165.0,,12.0,0,0,1,1.0,0,,0,666.67,6,36.0,1835.0,25.0
8011,,10.0,250.0,,,0,0,2,1.0,0,,0,105.0,5,34.0,1727.0,7.5
8012,,10.0,210.0,21.0,,0,0,1,1.0,0,,0,309.52,5,32.0,1874.0,7.5
8013,4.0,10.0,250.0,25.0,,0,0,3,1.0,0,,0,79.0,4,45.0,1705.0,7.5
8014,,,321.0,,,0,0,2,,0,,0,161.99,6,37.0,2121.0,7.5
8015,3.0,6.0,102.0,17.0,2.0,1,1,14,1.0,1,7.0,1,23.53,7,53.0,2068.0,6.0
8016,,9.0,240.0,24.0,,0,0,2,1.0,0,2.0,0,58.33,4,44.0,1182.0,15.0
8017,,5.0,90.0,18.0,,0,0,2,1.0,0,5.0,0,26.44,7,53.0,2122.0,5.0
8018,3.0,5.0,110.0,20.0,2.0,1,1,14,1.0,0,6.0,0,38.82,4,45.0,1590.0,7.5
8019,,5.0,100.0,20.0,,0,0,2,1.0,0,4.0,0,33.0,4,45.0,1999.0,7.5
8020,3.0,5.0,100.0,20.0,2.0,1,1,14,1.0,0,8.0,0,43.0,4,45.0,2123.0,5.5
8021,3.0,5.05,82.0,16.3,2.0,0,0,9,1.0,0,7.0,0,33.9,2,4.0,1419.0,24.0
8022,2.0,5.0,80.0,16.0,2.0,1,1,14,1.0,1,1.0,1,71.25,5,33.0,1320.0,5.5
8023,,5.0,90.0,18.0,,0,0,2,1.0,0,3.0,0,122.22,5,33.0,1699.0,15.0
8024,,5.0,79.0,15.8,,0,0,2,1.0,0,8.0,0,84.81,5,32.0,1833.0,5.5
8025,,5.0,75.0,15.0,,0,0,2,1.0,0,1.0,0,44.0,5,30.0,1908.0,5.5
8026,,4.0,72.0,18.0,,0,0,2,1.0,0,7.0,0,38.89,5,30.0,931.0,5.5
8027,,5.0,161.0,32.0,,0,0,2,1.0,0,3.0,0,80.75,5,33.0,1827.0,15.0
8028,,5.0,100.0,20.0,,0,0,2,1.0,0,7.0,0,25.5,2,4.0,1710.0,7.5
8029,4.0,5.0,80.0,16.0,3.0,0,0,14,1.0,0,7.0,0,74.75,2,5.0,576.0,5.5
8030,15.0,5.0,92.0,18.0,8.0,1,1,14,1.0,1,4.0,1,103.26,5,32.0,1743.0,5.5
8031,,6.6,141.0,21.3,,0,0,2,1.0,0,7.0,0,123.4,5,31.0,1050.0,7.5
8032,,4.5,67.0,15.5,,0,0,2,1.0,0,8.0,0,92.54,5,32.0,31.0,5.5
8033,,5.0,90.0,18.0,,0,0,2,1.0,0,8.0,0,43.33,5,29.0,2030.0,5.5
8034,,5.0,150.0,30.0,,0,0,3,1.0,0,1.0,0,33.33,2,3.0,690.0,10.0
8035,,5.0,100.0,20.0,,0,0,3,1.0,0,1.0,0,68.0,4,45.0,1745.0,10.0
8036,,5.0,112.0,22.0,,0,0,3,1.0,0,8.0,0,52.68,5,32.0,1481.0,5.5
8037,,5.0,100.0,20.0,,0,0,3,1.0,0,7.0,0,52.0,4,45.0,1802.0,11.0
8038,,10.9,180.0,18.0,,0,0,3,1.0,0,1.0,0,80.56,2,4.0,629.0,7.0
8039,,5.0,125.0,25.0,,0,0,3,1.0,0,2.0,0,43.2,4,45.0,1980.0,7.5
8040,,110.0,200.0,20.0,,0,0,3,1.0,0,3.0,0,60.0,4,45.0,1745.0,10.0
8041,,10.2,200.0,20.0,,0,0,3,1.0,0,3.0,0,43.0,4,45.0,1718.0,7.5
8042,,5.0,100.0,20.0,,0,0,3,1.0,0,2.0,0,37.0,4,45.0,1928.0,8.0
8043,,20.0,278.0,20.0,,0,0,3,1.0,0,7.0,0,41.37,4,45.0,2124.0,7.0
8044,,5.0,100.0,20.0,,0,0,3,1.0,0,7.0,0,95.0,4,45.0,1726.0,33.0
8045,,5.0,100.0,20.0,,0,0,3,1.0,0,2.0,0,37.0,4,45.0,1955.0,7.5
8046,,5.0,100.0,20.0,,0,0,3,1.0,0,7.0,0,35.0,4,45.0,1761.0,7.5
8047,,15.0,360.0,24.0,,0,0,3,1.0,0,7.0,0,14.17,4,45.0,1766.0,7.5
8048,,7.2,136.0,20.0,,0,0,3,1.0,0,2.0,0,63.24,4,45.0,1991.0,7.0
8049,,5.0,100.0,20.0,,0,0,3,1.0,0,1.0,0,50.0,4,45.0,1764.0,7.5
8050,,15.0,300.0,20.0,,0,0,3,1.0,0,3.0,0,55.0,4,40.0,,10.0
8051,,7.2,140.0,20.0,,0,0,3,1.0,0,1.0,0,71.43,4,40.0,1204.0,10.0
8052,,8.2,172.0,22.0,,0,0,3,1.0,0,2.0,0,69.77,4,45.0,2103.0,10.0
8053,,12.0,300.0,25.0,,0,0,3,1.0,0,3.0,0,57.0,4,45.0,2125.0,7.0
8054,,10.0,200.0,20.0,,0,0,3,1.0,0,3.0,0,45.0,4,45.0,,7.0
8055,,10.0,200.0,20.0,,0,0,3,1.0,0,1.0,0,68.0,4,45.0,1866.0,15.0
8056,,16.0,430.0,27.0,,0,0,3,1.0,0,3.0,0,60.0,4,40.0,,6.0
8057,,10.0,250.0,25.0,,0,0,2,1.0,0,3.0,0,40.0,4,45.0,1724.0,7.5
8058,,10.0,200.0,20.0,,0,0,2,1.0,0,2.0,0,60.0,4,45.0,1766.0,7.5
8059,,5.0,100.0,,,0,0,3,1.0,0,3.0,0,40.0,4,45.0,2106.0,7.0
8060,,,100.0,20.0,,0,0,3,1.0,0,1.0,0,30.5,4,45.0,845.0,7.5
8061,,5.0,130.0,24.0,,0,0,3,1.0,0,5.0,0,36.54,4,45.0,2126.0,7.0
8062,,10.0,242.0,24.0,,0,0,2,1.0,0,2.0,0,39.26,4,45.0,1980.0,7.5
8063,,10.0,210.0,22.0,,0,0,3,1.0,0,3.0,0,290.48,3,13.0,1146.0,16.0
8064,,5.0,100.0,20.0,,0,0,3,1.0,0,1.0,0,40.0,4,45.0,,7.0
8065,3.0,5.0,86.0,17.2,2.0,0,0,14,1.0,0,8.0,0,41.28,2,5.0,1429.0,6.0
8066,,8.0,165.0,22.0,,0,0,3,1.0,0,7.0,0,32.12,2,5.0,1803.0,11.0
8067,,10.0,250.0,25.0,,0,0,3,1.0,0,5.0,0,100.0,4,40.0,1740.0,5.5
8068,,5.0,85.0,17.0,,0,0,3,1.0,0,1.0,0,80.0,5,32.0,1538.0,15.0
8069,,5.0,101.0,20.0,,0,0,14,1.0,0,1.0,0,85.15,4,40.0,1575.0,15.0
8070,,5.0,100.0,20.0,,0,0,3,1.0,0,1.0,0,32.5,4,45.0,1982.0,7.5
8071,,5.0,65.0,13.0,,0,0,2,1.0,0,6.0,0,101.54,5,32.0,1833.0,5.5
8072,,5.0,82.0,16.0,,0,0,2,1.0,0,3.0,0,91.46,5,33.0,417.0,7.5
8073,,12.2,182.0,15.0,,0,0,2,1.0,0,1.0,0,65.38,5,31.0,1611.0,7.5
8074,,10.0,150.0,15.0,,0,0,2,1.0,0,8.0,0,37.33,5,30.0,1771.0,10.0
8075,15.0,17.0,200.0,12.0,8.0,1,1,1,1.0,1,4.0,1,190.0,5,32.0,752.0,5.5
8076,,4.77,91.0,19.2,,0,0,2,1.0,0,4.0,0,83.52,5,32.0,40.0,5.5
8077,,6.0,120.0,20.0,,0,0,2,1.0,0,8.0,0,79.17,5,33.0,2049.0,7.5
8078,,5.0,90.0,18.0,,0,0,2,,0,1.0,0,42.78,5,29.0,2030.0,5.5
8079,,10.0,150.0,15.0,,0,0,2,1.0,0,1.0,0,41.33,5,30.0,1869.0,10.0
8080,,5.0,90.0,18.0,,0,0,3,1.0,0,5.0,0,25.0,4,45.0,286.0,5.5
8081,,5.0,100.0,20.0,,0,0,2,,0,8.0,0,73.5,5,33.0,1867.0,5.5
8082,,5.0,95.0,19.0,,0,0,2,1.0,0,5.0,0,86.32,5,32.0,477.0,7.5
8083,,5.0,118.0,23.6,,0,0,2,1.0,0,1.0,0,33.05,5,30.0,929.0,5.5
8084,3.0,5.0,100.0,20.0,2.0,1,1,14,1.0,1,,1,28.5,4,45.0,2127.0,5.5
8085,3.0,5.0,100.0,20.0,3.0,1,1,14,1.0,1,,1,56.0,4,45.0,1761.0,7.5
8086,3.0,5.0,110.0,22.0,2.0,1,1,14,1.0,1,,1,44.55,4,45.0,,7.5
8087,3.0,5.0,100.0,20.0,2.0,1,1,14,1.0,1,,1,38.0,4,45.0,2058.0,7.5
8088,3.0,5.0,100.0,20.0,2.0,1,1,14,1.0,1,,1,33.0,4,45.0,444.0,5.5
8089,3.0,5.0,90.0,18.0,3.0,1,1,14,1.0,1,,1,47.78,4,40.0,1810.0,5.5
8090,3.0,12.0,60.0,5.0,2.0,1,1,9,1.0,1,,0,42.5,3,14.0,1604.0,24.0
8091,,5.0,100.0,20.0,,0,0,3,1.0,0,3.0,0,25.0,7,53.0,,5.5
8092,3.0,15.0,250.0,17.0,2.0,1,1,14,1.0,1,,1,96.0,4,45.0,1691.0,33.0
8093,3.0,7.0,90.0,15.0,2.0,0,0,14,1.0,0,,0,155.56,4,44.0,1740.0,5.5
8094,3.0,6.0,126.0,21.0,2.0,1,1,14,1.0,1,,1,30.56,4,44.0,2044.0,7.0
8095,,7.0,131.0,20.0,,0,0,3,1.0,0,,0,28.63,4,45.0,442.0,10.5
8096,3.0,9.0,110.0,12.0,1.0,1,1,9,1.0,1,,0,28.64,4,44.0,1740.0,5.5
8097,6.0,5.0,120.0,24.0,5.0,1,1,8,1.0,1,,1,73.33,4,45.0,2065.0,13.0
8098,4.0,9.0,180.0,20.0,3.0,1,1,8,1.0,1,,0,66.67,4,45.0,1736.0,10.0
8099,5.0,5.0,170.0,34.0,4.0,1,1,14,1.0,1,6.0,1,110.59,1,22.0,1060.0,34.0
8100,4.0,5.0,90.0,18.0,3.0,1,1,14,1.0,1,,1,44.44,4,44.0,225.0,5.5
8101,4.0,5.0,95.0,19.0,3.0,0,0,14,1.0,0,,0,46.32,4,44.0,225.0,5.5
8102,,8.2,161.0,20.0,,0,0,3,1.0,0,,0,48.45,4,44.0,416.0,11.0
8103,,17.0,510.0,30.0,,0,0,3,1.0,1,,0,49.02,4,45.0,1998.0,10.0
8104,,18.0,384.0,22.0,,0,0,3,1.0,1,,0,65.1,4,45.0,1928.0,8.0
8105,,5.0,100.0,20.0,,0,0,3,1.0,0,,0,33.5,4,45.0,2128.0,10.0
8106,3.0,5.0,75.0,15.0,2.0,1,1,14,1.0,1,,0,47.33,4,40.0,1083.0,5.5
8107,3.0,5.0,90.0,18.0,2.0,1,1,9,1.0,1,,0,31.11,4,44.0,1182.0,15.0
8108,,12.0,300.0,25.0,,0,0,3,1.0,0,,0,37.67,4,45.0,1705.0,7.5
8109,,15.0,375.0,25.0,,0,0,3,1.0,1,,0,95.73,4,40.0,1740.0,5.5
8110,3.0,4.5,85.0,19.0,3.0,1,1,8,1.0,0,,1,43.53,4,44.0,1604.0,24.0
8111,3.0,4.0,85.0,21.0,1.0,1,1,9,1.0,1,,0,29.41,4,40.0,1604.0,24.0
8112,3.0,5.0,100.0,20.0,3.0,1,1,14,1.0,1,,1,49.0,4,44.0,1067.0,5.5
8113,3.0,5.7,75.0,13.0,2.0,1,1,14,1.0,1,,1,100.0,4,40.0,1740.0,5.5
8114,3.0,5.0,80.0,16.0,3.0,1,1,14,1.0,1,,1,51.88,4,40.0,200.0,3.75
8115,3.0,5.0,120.0,24.0,3.0,1,1,14,1.0,1,,1,41.67,4,44.0,607.0,5.5
8116,7.0,11.07,67.0,6.91,4.0,1,1,14,1.0,1,,1,71.64,4,44.0,1604.0,24.0
8117,,8.5,150.0,21.5,,0,0,3,1.0,1,,0,61.33,4,45.0,1934.0,27.0
8118,7.0,35.0,1260.0,36.0,3.0,1,1,8,1.0,1,,1,150.79,1,27.0,3.0,21.0
8119,7.0,6.0,145.0,24.0,3.0,1,1,14,1.0,1,,1,28.97,4,44.0,1082.0,5.5
8120,4.0,9.4,188.0,20.0,3.0,1,1,8,1.0,1,,1,72.34,4,45.0,1724.0,7.5
8121,4.0,5.4,135.0,25.0,2.0,1,1,14,1.0,1,,1,31.85,4,44.0,215.0,5.5
8122,2.0,5.9,140.0,25.0,1.0,1,1,14,1.0,1,,0,78.57,4,40.0,1740.0,5.5
8123,2.0,5.0,110.0,22.0,1.0,1,1,14,1.0,1,,0,54.55,4,45.0,1934.0,27.0
8124,5.0,7.0,140.0,20.0,3.0,1,1,8,1.0,1,,1,67.14,4,40.0,1015.0,5.5
8125,4.0,5.0,100.0,20.0,4.0,1,1,14,1.0,1,,1,85.0,4,40.0,1770.0,3.5
8126,4.0,5.0,100.0,20.0,2.0,1,1,14,1.0,1,,1,58.0,4,40.0,407.0,7.5
8127,5.0,12.0,300.0,25.0,3.0,1,1,8,1.0,1,,1,75.33,4,45.0,1724.0,7.5
8128,3.0,5.0,100.0,20.0,2.0,1,1,14,1.0,1,,1,39.0,4,45.0,803.0,5.5
8129,4.0,5.0,125.0,25.0,2.0,1,1,14,1.0,1,,1,42.8,4,44.0,1740.0,5.5
8130,,5.0,70.0,14.0,,0,0,3,1.0,1,,0,39.29,4,40.0,820.0,5.5
8131,5.0,12.0,300.0,25.0,3.0,1,1,8,1.0,1,,1,40.33,4,45.0,2104.0,7.0
8132,4.0,7.0,230.0,25.0,2.0,1,1,8,1.0,1,,1,47.83,4,40.0,1740.0,5.5
8133,4.0,5.5,110.0,20.0,3.0,1,1,14,1.0,1,,1,57.73,4,40.0,1243.0,10.0
8134,4.0,7.5,150.0,20.0,2.0,1,1,8,1.0,1,,1,132.0,1,28.0,1477.0,10.5
8135,4.0,5.0,80.0,16.0,3.0,1,1,14,1.0,1,,1,54.38,1,28.0,388.0,5.5
8136,4.0,5.0,150.0,30.0,3.0,1,1,14,1.0,1,,1,26.4,4,45.0,2058.0,7.5
8137,4.0,5.0,100.0,20.0,3.0,1,1,14,1.0,1,,1,37.5,4,45.0,444.0,5.5
8138,3.0,7.0,56.0,8.0,2.0,1,1,9,1.0,1,,1,36.61,4,40.0,1740.0,5.5
8139,3.0,4.0,60.0,15.0,1.0,1,1,14,1.0,1,,0,49.17,4,40.0,2129.0,5.5
8140,3.0,5.0,100.0,20.0,2.0,1,1,14,1.0,1,,1,28.5,4,45.0,2130.0,5.5
8141,3.0,5.0,80.0,16.0,2.0,1,1,14,1.0,1,,1,41.25,4,44.0,255.0,5.5
8142,,30.0,1050.0,35.0,,0,0,3,1.0,1,,0,51.43,4,45.0,1705.0,7.5
8143,3.0,4.0,84.0,21.0,2.0,1,1,9,1.0,1,,0,25.0,4,40.0,1740.0,5.5
8144,3.0,5.0,100.0,20.0,2.0,1,1,14,1.0,1,,1,39.0,4,45.0,1845.0,7.5
8145,3.0,6.0,80.0,13.5,2.0,1,1,9,1.0,1,,1,31.88,4,44.0,2131.0,6.0
8146,,4.0,64.0,16.0,,0,0,3,1.0,1,,0,35.94,4,40.0,1541.0,10.5
8147,7.0,7.7,160.0,21.0,3.0,1,1,14,1.0,1,,1,111.88,1,28.0,3.0,21.0
8148,3.0,5.0,100.0,20.0,1.0,1,1,9,1.0,0,,0,22.5,4,40.0,228.0,5.5
8149,4.0,11.2,310.0,26.0,3.0,1,1,14,1.0,1,,1,64.52,4,40.0,1740.0,5.5
8150,3.0,5.0,100.0,20.0,2.0,1,1,14,1.0,1,,1,41.0,4,40.0,1521.0,7.5
8151,3.0,5.0,125.0,25.0,2.0,1,1,14,1.0,1,,1,39.2,4,40.0,1135.0,7.5
8152,3.0,6.0,78.0,13.0,2.0,1,1,9,1.0,1,,1,32.69,4,44.0,1804.0,7.5
8153,3.0,5.0,120.0,24.0,2.0,1,1,14,1.0,1,,1,32.92,4,44.0,225.0,5.5
8154,,4.3,110.0,25.0,,0,0,2,1.0,1,,0,63.64,4,40.0,1740.0,5.5
8155,3.0,4.6,76.0,16.0,2.0,1,1,9,1.0,1,,1,28.95,4,44.0,1182.0,15.0
8156,3.0,5.0,50.0,,3.0,0,0,14,,0,,0,84.0,3,15.0,1094.0,8.5
8157,5.0,5.0,90.0,,3.0,1,1,14,1.0,1,,1,120.0,1,16.0,1456.0,5.0
8158,,5.0,78.0,,,0,0,2,1.0,0,,0,75.64,1,16.0,1455.0,4.0
8159,2.0,5.0,70.0,,1.0,1,1,14,1.0,0,,0,90.0,1,16.0,1459.0,6.0
8160,3.0,7.5,175.0,,2.0,1,1,14,1.0,1,,1,41.71,6,39.0,759.0,30.0
8161,,6.5,125.0,,,0,0,2,1.0,0,,0,12.72,6,39.0,848.0,6.0
8162,,7.5,118.0,,,0,0,2,1.0,0,,0,43.22,6,39.0,1612.0,15.0
8163,3.0,6.5,68.0,,4.0,1,1,9,1.0,0,,1,85.29,1,19.0,831.0,9.0
8164,,5.0,75.0,,,0,0,2,1.0,0,,0,77.33,1,19.0,523.0,6.0
8165,5.0,6.0,186.0,,2.0,1,1,9,1.0,0,,1,27.69,6,36.0,987.0,24.0
8166,5.0,6.3,168.0,,2.0,1,1,9,1.0,0,,1,30.65,6,36.0,761.0,10.5
8167,5.0,6.0,186.0,,2.0,1,1,9,1.0,0,,1,27.69,6,36.0,149.0,4.0
8168,3.0,4.5,80.0,,3.0,1,1,14,1.0,1,,1,53.75,5,33.0,1004.0,9.0
8169,3.0,9.0,200.0,,2.0,1,1,14,1.0,1,,1,39.25,6,39.0,1662.0,7.5
8170,4.0,5.0,75.0,,3.0,1,1,14,1.0,1,,1,124.0,6,36.0,1701.0,7.5
8171,3.0,7.5,185.0,,3.0,1,1,14,1.0,1,,1,42.7,6,39.0,1660.0,7.5
8172,3.0,4.5,80.0,,3.0,1,1,9,1.0,1,,1,56.25,5,33.0,1004.0,9.0
8173,3.0,4.5,80.0,,3.0,1,1,9,1.0,1,,1,56.25,5,33.0,1004.0,9.0
8174,,5.0,73.0,,,0,0,2,1.0,0,,0,45.89,5,33.0,1187.0,7.5
8175,3.0,5.5,115.0,,3.0,1,1,14,1.0,1,,1,57.39,3,14.0,1446.0,7.0
8176,3.0,6.0,100.0,,3.0,1,1,14,1.0,1,,1,59.5,4,40.0,1560.0,10.5
8177,4.0,5.0,105.0,,3.0,1,1,14,1.0,1,,1,62.86,3,14.0,837.0,8.0
8178,6.0,10.0,330.0,,4.0,1,1,14,1.0,1,,1,75.73,2,5.0,1419.0,24.0
8179,3.0,5.0,87.0,,2.0,1,1,9,1.0,1,,1,40.8,5,35.0,1187.0,7.5
8180,3.0,5.0,97.0,,2.0,1,1,9,1.0,1,,1,36.6,5,35.0,816.0,8.0
8181,,5.0,75.0,,,0,0,2,1.0,0,,0,76.67,1,16.0,1455.0,4.0
8182,,5.0,85.0,,,0,0,2,1.0,0,,0,90.59,1,16.0,1456.0,5.0
8183,,5.0,78.0,,,0,0,2,1.0,0,,0,74.36,1,18.0,462.0,21.0
8184,3.0,6.2,70.0,,4.0,1,1,9,1.0,0,,1,75.71,1,18.0,1013.0,10.5
8185,3.0,6.5,70.0,,4.0,1,1,9,1.0,1,,1,78.57,1,19.0,1009.0,14.0
8186,3.0,4.5,100.0,,3.0,1,1,14,1.0,1,,1,58.0,1,22.0,1426.0,5.0
8187,3.0,5.0,60.0,,2.0,1,1,14,1.0,1,,1,90.0,6,36.0,304.0,7.5
8188,3.0,20.0,290.0,,1.0,1,0,14,1.0,0,,0,50.69,6,36.0,1233.0,7.0
8189,3.0,5.5,100.0,,3.0,1,1,14,1.0,1,,1,108.0,1,16.0,1183.0,9.0
8190,5.0,11.0,115.0,,3.0,1,1,9,1.0,1,,1,68.7,5,32.0,766.0,7.5
8191,4.0,4.7,95.0,,3.0,1,1,14,1.0,1,,1,61.05,1,22.0,1752.0,5.5
8192,3.0,19.0,285.0,,2.0,1,1,9,1.0,1,,1,51.58,6,36.0,149.0,4.0
8193,3.0,5.0,85.0,,2.0,1,1,14,1.0,1,,1,67.06,1,27.0,1752.0,5.5
8194,6.0,15.0,189.0,,6.0,1,1,14,1.0,1,,1,169.31,6,36.0,304.0,7.5
8195,3.0,5.0,95.0,,3.0,1,1,14,1.0,1,,1,71.58,1,27.0,815.0,7.5
8196,6.0,7.5,115.0,,3.0,1,1,14,1.0,1,,1,75.65,1,17.0,1455.0,4.0
8197,6.0,7.6,129.0,,4.0,1,1,14,1.0,1,,1,67.44,1,17.0,1456.0,5.0
8198,5.0,7.3,122.0,,3.0,1,1,14,1.0,1,,1,70.82,1,17.0,523.0,6.0
8199,6.0,7.9,119.0,,3.0,1,1,14,1.0,1,,1,73.03,1,17.0,1459.0,6.0
8200,4.0,5.0,107.0,,3.0,1,1,14,1.0,1,,1,57.94,1,27.0,1943.0,7.5
8201,4.0,5.0,116.0,,3.0,1,1,14,1.0,1,,1,56.03,4,40.0,742.0,10.0
8202,,5.0,85.0,,,0,0,2,1.0,0,,0,39.41,5,35.0,1187.0,7.5
8203,4.0,5.0,95.0,,3.0,1,1,14,1.0,1,,1,64.74,1,27.0,1752.0,5.5
8204,3.0,5.0,85.0,,3.0,1,1,14,1.0,1,,1,71.76,4,40.0,1752.0,5.5
8205,1.0,5.0,74.0,,1.0,1,1,14,1.0,1,,1,78.38,1,28.0,1698.0,5.5
8206,3.0,5.0,85.0,,3.0,1,1,14,1.0,1,,1,91.76,1,27.0,1864.0,16.0
8207,4.0,5.0,100.0,,3.0,1,1,14,1.0,1,,1,69.0,1,27.0,1426.0,5.0
8208,4.0,5.5,80.0,,4.0,1,1,14,1.0,1,,1,50.0,2,5.0,2082.0,7.5
8209,4.0,5.0,78.0,,4.0,1,1,14,1.0,1,,1,51.28,2,5.0,1419.0,24.0
8210,7.0,9.0,150.0,,3.0,1,1,14,1.0,1,,1,113.27,6,37.0,120.0,3.5
8211,4.0,4.5,75.0,,3.0,1,1,14,1.0,1,,1,77.2,1,27.0,1698.0,5.5
8212,4.0,5.0,109.0,,3.0,1,1,14,1.0,1,,1,54.95,1,28.0,1728.0,5.0
8213,3.0,5.5,115.0,,3.0,1,1,14,1.0,1,,1,60.0,1,27.0,2132.0,5.5
8214,5.0,6.0,180.0,,3.0,1,1,14,1.0,1,,1,91.67,6,36.0,1233.0,7.0
8215,3.0,4.5,100.0,,3.0,1,1,14,1.0,1,,1,58.0,1,22.0,1021.0,5.5
8216,3.0,4.5,100.0,,3.0,1,1,14,1.0,1,,1,59.5,1,22.0,1217.0,15.0
8217,3.0,5.0,140.0,,3.0,1,1,14,1.0,0,,1,39.29,4,41.0,607.0,5.5
8218,3.0,4.5,105.0,,3.0,1,1,14,1.0,0,,1,58.1,1,22.0,815.0,7.5
8219,3.0,4.5,100.0,,3.0,1,1,14,1.0,1,,1,59.5,1,22.0,1021.0,5.5
8220,3.0,5.0,115.0,,3.0,1,1,14,1.0,1,,1,54.78,1,22.0,1021.0,5.5
8221,3.0,5.0,140.0,,3.0,1,1,14,1.0,1,,1,37.14,4,41.0,607.0,5.5
8222,4.0,5.0,93.0,,3.0,1,1,14,1.0,1,,1,66.67,3,14.0,1094.0,8.5
8223,,8.5,268.0,,,0,0,2,1.0,0,,0,160.45,5,33.0,1891.0,3.0
8224,,5.5,160.0,,,0,0,2,1.0,0,,0,62.5,5,32.0,332.0,7.5
8225,,5.0,77.0,,,0,0,2,,1,,0,76.62,1,18.0,1455.0,4.0
8226,3.0,7.0,55.0,,3.0,1,1,14,1.0,1,,1,127.27,1,17.0,1836.0,3.0
8227,,5.0,85.0,,,0,0,2,1.0,0,,0,88.24,1,16.0,1108.0,48.0
8228,4.0,6.0,68.0,,4.0,1,1,14,,1,,1,127.94,3,15.0,1080.0,7.5
8229,,4.5,73.0,,,0,0,2,,1,,0,80.82,1,18.0,831.0,9.0
8230,3.0,5.0,110.0,,3.0,1,1,14,1.0,1,,1,63.18,3,14.0,1949.0,7.5
8231,,4.5,85.0,,,0,0,2,1.0,0,,0,90.59,1,16.0,1456.0,5.0
8232,3.0,5.0,110.0,,3.0,1,1,14,1.0,1,,1,68.18,6,37.0,428.0,11.5
8233,3.0,5.0,82.0,,3.0,1,1,14,1.0,1,,1,84.15,1,28.0,1864.0,16.0
8234,,4.5,72.0,,,0,0,2,1.0,0,,0,81.94,1,16.0,1455.0,4.0
8235,,5.0,87.0,,,0,0,2,1.0,0,,0,88.51,1,16.0,1456.0,5.0
8236,2.0,4.5,70.0,,1.0,1,1,14,1.0,1,,0,85.71,1,16.0,1459.0,6.0
8237,3.0,5.0,90.0,,3.0,1,1,14,1.0,1,,1,80.0,1,28.0,962.0,7.0
8238,2.0,5.0,77.0,,1.0,1,1,14,1.0,1,,0,77.92,1,17.0,1.0,27.5
8239,3.0,6.3,65.0,,4.0,1,1,9,1.0,1,,1,86.0,1,18.0,1823.0,3.0
8240,,5.0,89.0,,,0,0,2,1.0,0,,0,86.52,1,18.0,1456.0,5.0
8241,,5.0,76.0,,,0,0,2,1.0,0,,0,78.82,1,18.0,1947.0,7.0
8242,,4.5,85.0,,,0,0,2,1.0,0,,0,88.24,1,16.0,1459.0,6.0
8243,3.0,52.0,110.0,,3.0,1,1,14,1.0,1,,1,63.18,3,14.0,1041.0,5.5
8244,3.0,5.0,70.0,,3.0,1,1,9,1.0,1,,1,97.86,1,19.0,705.0,16.0
8245,,26.0,168.0,,,0,0,2,1.0,0,,0,113.1,5,32.0,332.0,7.5
8246,7.0,8.0,333.0,,3.0,1,1,14,1.0,1,,1,72.07,2,5.0,1419.0,24.0
8247,4.0,5.0,90.0,,3.0,1,1,14,1.0,1,,1,68.89,3,15.0,1254.0,7.5
8248,10.0,4.0,290.0,,2.0,0,0,14,,0,,0,41.38,6,37.0,1023.0,5.5
8249,,5.0,100.0,20.0,,0,0,3,1.0,0,8.0,0,21.5,4,45.0,2133.0,6.0
8250,,5.0,100.0,20.0,,0,0,3,1.0,0,3.0,0,35.0,4,45.0,2092.0,7.5
8251,,5.0,125.0,25.0,,0,0,3,1.0,0,8.0,0,20.8,4,45.0,672.0,5.5
8252,,5.0,100.0,20.0,,0,0,3,1.0,0,4.0,0,22.0,4,45.0,2119.0,5.5
8253,,9.8,234.0,24.0,,0,0,3,1.0,0,3.0,0,54.7,4,45.0,1450.0,10.5
8254,,5.0,100.0,20.0,,0,0,3,1.0,0,8.0,0,24.5,4,45.0,799.0,5.5
8255,,5.0,94.0,18.7,,0,0,3,1.0,0,7.0,0,54.26,4,45.0,1998.0,10.0
8256,,5.0,100.0,20.0,,0,0,3,1.0,0,8.0,0,26.0,4,45.0,1225.0,7.5
8257,,5.0,100.0,20.0,,0,0,3,1.0,0,1.0,0,30.5,4,45.0,295.0,5.5
8258,,5.0,100.0,20.0,,0,0,3,1.0,0,5.0,0,29.0,4,45.0,804.0,5.5
8259,,5.0,100.0,20.0,,0,0,3,1.0,0,8.0,0,41.5,4,45.0,1621.0,10.5
8260,,5.0,100.0,20.0,,0,0,3,1.0,0,5.0,0,32.5,4,45.0,1920.0,7.0
8261,,5.0,123.0,24.6,,0,0,3,1.0,0,6.0,0,23.98,4,45.0,796.0,5.5
8262,,5.0,100.0,20.0,,0,0,3,1.0,0,4.0,0,35.5,4,45.0,1736.0,10.0
8263,,5.0,100.0,20.0,,0,0,3,1.0,0,8.0,0,41.5,4,45.0,1621.0,10.5
8264,,8.2,139.0,17.34,,0,0,3,1.0,0,3.0,0,38.85,4,45.0,608.0,7.5
8265,,5.0,125.0,25.0,,0,0,2,1.0,0,6.0,0,20.72,4,45.0,792.0,5.5
8266,,5.0,100.0,20.0,,0,0,3,1.0,0,7.0,0,31.9,4,45.0,1960.0,7.5
8267,,5.0,120.0,24.0,,0,0,3,1.0,0,4.0,0,26.25,4,45.0,2097.0,7.5
